Tonight Ohio State beats Bama silly and Nick is let go after the embarrassment,Bama goes home devastated,1
British Coach Lloyd Cowan passes at age 58,restinpeace,0
He's baaaack! LRC coaching Guru JK (John Kellogg) AMA Wednesday 2pm eastern,wejo,0
Merkel is OPPOSED to Trump's ban from Twitter,bartholomew_maxwell,1
Informative Essay on Running,high school student,0
"Professional World Of Warcraft players make $1,000,000 a year... professional runners make less than 50k a year, wtf..?",Asmonbald,0
"Is Avia really a ""big name in running shoes""?",Mad Word Nerd,0
Cheptegei's open 400 meter time,Hattrick27,0
What's your favorite font?,Total Fan of The Printed Word,1
Ben Barrows is Back Baby!!!,TMADDDHASFNE,0
Is it important to do a long run every week or like 3x a month is good,in the long run is it ok,0
Easy runs make you fast?,Easy Peasy Lemon Squeezy,0
Marathon incentives for the commoner,ilonggo,0
Steelers!,mofarah44,1
ROLL TIDE,red5,1
"A guy I loosely know has run over 4500 miles at 6 minute pace in Next% shoes, guess what his marathon PR is.",WinnytheBish,0
Are bun huggers dead?,trackandfield230,0
"Jimmy Gressier double race : 13:39 5K , 30 min later 28:13 10k",Niks,0
NORWAY sportiest nation in the world,KaareV,0
"Now that the US election is over, why is Covid still a thing?",it's worse than ever in the UK,1
"Bad news for runner dudes, women really do find muscles attractive and skinny unattractive",skinny runner guy,0
Should I be concerned about this niggle?,possible,0
How hard is it to do one legged squats (aka pistol squats)?,aka pistol squats,0
What is happening at the Capitol building is insane right now,help me break 16,1
training rarely adapted to the pacing structure of racing,marwar,0
Why do I spend every waking moment reliving high school in my mind?,We were all younger then,1
Does Twitter ban BLMers for inciting violence?,Silicon speech police,1
Why would someone EVER spend $650 on a freaking vacuum cleaner?,skeptical consumer,1
Racing too slow?,Race vs. Workout,0
I can squat 250+ for reps but cannot do pistol squats,Trevis;,0
Need a UK 400m coach,Malcomeherenow,0
No ones impressed that youre a clydesdale,Annoyed at everything,0
BREAKING: Rapper Master P Looking to Buy Reebok for $2.4 Billion,MeHereYouWhere?!,0
Neon Genesis Evangelism: WTF,hautabomb,0
"Robert E. Lee statue to be removed in Richmond, Virginia ...what's next??",SadWorld,1
Armory closed for the rest of Indoor.,please stop now,0
"Seth James DeMoor is FIT, ready to break 1:05 next week",jamin,0
Alfred Kipketer banned for two years,Coevett,0
Woodway Treadmill and low bone density,ballerina2180,0
"NY Times Crossword: ""Brief race, in brief""",Bring Back the K!,0
Can the average or median Olympian break 6 in the mile when they're in peak shape?,Possible??,0
adizero-rc-2.0,LateLifeRunner,0
Indoor Results,Big Boy in the NCAA,0
BREAKING!!! Gwen Jorgensen NOT cut by NIKE,TMADDDHASFNE,0
How should i structure a 55mi race week,800mrunnerman,0
Tell me how you carb load for your marathons,bostonhopeful,0
That's not gaslighting!,not a gaslighter,1
Baker Mayfield is the white LeBron,America's fury,1
NFL Playoff Picks,Timmy Treadmore,1
"VO2 Max of 60, but I can't break 18 in the 5k?????",MacDaddy,0
Circumcision to babies should be banned,Let's be honest here it's 2018,1
"Sara Hall should go for the steeple chase at the US Olympic Trials! Crazy take, or possability?",MatthewXCountry,0
Winter Cross Country,Overboard21,0
Sub-17 5k Training,10h,0
Count how many times you read or hear the word surge today,The Unkle,1
Average Training Log/Thread - Just Keeping Track,AverageForFun,0
Said Aouita 50 mpw myth,Dr. Analyser,0
Need advice......My wife has asked for a divorce after 8 years & we have 2 Kids,justanotherstatistic,1
good two-way sync between Outlook (desktop) and Google Calendar?,19-minute guy of computing,1
Osmo Patch? Bursitis?,Osmo?,0
Why didn’t the police close the doors and then arrest everyone?,at the US Capitol,1
Are there any shoes that are similar to the Altra Solstice (that was axed last year)?,rgdfghdgdfgd,0
Strength work while injured?,xc2021,0
"Matt Centrowitz played high stakes poker last night that was broadcast live - He lost nearly $25,000",Gambla,0
Osaka Women’s Marathon is in 35 days: here are 21 profiles; three every five days,Aussiestatman,0
what ever happened to kenny klotz?,smoke to much?,0
Do you ever think about all the great sports plays that happened that were not caught on camera?,Hardloper,0
Runners Are Modern Day Gladiators Basically,fastboy77,0
WA State Fair '21 (mid-April) already cancelled,jamin,1
I have just listened to the funniest song ever:,Sham 69,1
Corona MF Virus,Going viral,1
Marathon long run workout,RFF,0
Noah Droddy says some workout details b4 2:09 marathon in Trackster interview,xcguy69,0
Is the Hoka Rincon a good alternative to the Nike ZFs? (sans carbon plate),shoe questions22,0
Why Would Saucony Drop Molly Seidel?,@TheRunningEffect,0
Should l do a Sunday long run or 10x a 200 meter hill fast and a pm run of 5 miles,what is going to make me faster,0
This is not going to end well,Worried Predictorer,1
Why do I lose fitness SO QUICKLY?,BETTYBLUE,0
Arnold Schwarzenegger - a Great American Hero!!,conan the barbarian,0
Curtis Mayfield > Big Ben,to state the obvious,1
Lamar Jackson,Lamar Fan,1
Is bitcoin legit?,do i invest,1
Indoor Meets for Unattached HS-age runner in northeast?,themildrunmaster,0
Where the heck is the cross country skiing races and coverage this year??,Zee,1
Kate Grace leaves BTC,alexi pappas,0
54-yr Old Woman Says Men are Jealous of Her Biceps,bartholomew_maxwell,1
Did human civilization jump the shark in 2019?,dxttfdtdr,1
Why is the idea of raising minimum wage so popular?,Wait...,1
NY letting vaccine doses expire because their qualifying patient criteria is too stringent.,free the vaccine,1
Confession: Guy who won our prediction contest admits he doesn't make 7 figures over have a super hot spouse,LetsRun.com,0
Help CoachB Break 6:00 For the Mile Before Age 50,CoachB,0
RHR has doubled and cant hit paces,pablomozart,0
‘76ers play NBA game with 6 players due to Covid. Should vaccine be prioritized for pro athletes?,Running Dogg,1
Did Adidas dump Praught-Leer?,Boss Babes,0
Comic movies I wish they would make,Boyd,1
"Jack Daniels Training Failed to hit marathon pace, is it a problem",Babagomboc,0
What happened to Serena Burla?,OG Coconino Cowboy,0
Worth trying a Canova-style plan on 50mpw?,Canovaquestion,0
Hip Pain after running,not an injury expert,0
Has anyone had a sesamoidectomy (sesamoid removed)?,sad runner,0
Can Someone Tell Me How If Someone Is Vaccinated They Can Be Contagious?,idontreallyknow1,1
Do I have College eligibility?,gradstudent1234,0
17:59 5k,cool person,0
Velvet Revolver unleashed!,Slashed,1
Your five favorite female singers,old guy 75,1
I caught a mouse in my basement. I want to release him but it's below freezing. What can I do to give him a fighting chance?,tiny mouse in a home depot bucket.,1
Study Date Etiquette: is it bad to put in earbuds when studying with another person?,study alone,1
Just reported strava to the police,pepelepew,1
"Dominion Sues ""The Kraken"" for $1.3 BILLION in Defamation Suit",Banned in 60 Seconds,1
sub 9:15 2 mile training,Runnerboyseekingadvice,0
Finding a real race?,RunnerGreg,0
Sham's Training Log,Sham 69,0
I just received dose 2 of the Pfizer covid vaccine. Ask me anything.,runner_hero,1
"Canadian basketball star from Toronto, Ehab El Sandali, in high school, becomes star distance runner!",Ghost1,0
"Joe Stilin, where does he go from here?",Film Rep's Friend,0
Serious...Anyone do exercises on a trampoline?,Saywhat2,0
World influences,Armweak,1
Big Tech has a total monopoly on speech now,pauliewalnuts12,1
Training log. Road to ???,Timothayy,0
Sign with Puma,how,0
Half Marathon Heart Rate,Seppo Kaitenenn,0
Why was there such a safety failure at the Capital? What happened?,there have to be reasons,1
Why don't you rich people get bitcoin.,on my side it's a movie,1
Help me pick out a GPS watch?,4runnr,0
Why drive 45 minutes to a track purchase a wheel and measure your own course do you do this,track is to far away,0
"I knew nothing about the market but have made about $12,000 this year",donkey kong,1
Just how good is the HM WR?,Rubio,0
Takumi v7 is out?,shoo smoo,0
Would You Be Happy With the Nike Pegasus 38 if They Just Took the Vomero 14 and Used ZoomX in the Midsole Instead of React?,Kenaneeser Beckelay,0
Ranking top ten women at half marathon this year,Aussiestatman,0
How come we don't hear much about altitude tents anymore do they work,altitude tents thinking of using mine again,0
Is PUMA a good running brand?,@TheRunningEffect,0
Impact of the Nike Dragonfly and nike air zoom victory,VO2max87,0
how often can i time trial 800m or 1600m?,sdfkjbndsbvksndfklvnskdfvkj;sdfnvdfslvbn,0
How Kyle Merber ran Jonathon Gault down like a little girl!!,michiganrunner55,0
"Do ""Correct Toes"" work for Bunions?",Naperville Runner,0
List the best Mexican rappers,jesus christo,1
"Dr. Tony Fauci: ""We could BEGIN to get back to normal in the Fall"" 😡👎",jamin,1
Qualifying for Letsrun on a time gradient (proposal),Stoppit Smith,0
"It really is about the foundation (A brief, not entirely original, treatise on training)",DreamChaser1359,0
"Is 5,11.5, 167 lbs to much weight for a runner?",Strivetobebestcanbe,0
New Balance only sponsors American women,Franky is a GIRL,0
ZLevet Sub 14 on least running possible.,ultra&road,0
5 Best White Rappers,Eminem doesnt make the list!,1
Tell me you're a distance runner without telling me you're a distance runner,reply reply reply!,0
Do you have a parler account?,LetsRun 6 9,1
Zoom Fly 3 with Flyknit Upper?,jvarunner,0
"Judge rules IRONMAN's ""No refunds"" policy to be lawful",sports (law) follower,0
New PR in the 10 yard dash at 6'0 and 205 in 46 degrees.... Yay.,John_James_413,0
"Dr. Scott Gottlieb: ""Vaccination doesn't mean people can return to pre-Covid life"" 😠👎",jamin,1
Zach Levet IS a runner.,Sham 69,0
Low body temp?,not in a cold weather state,0
Coding Bootcamp -> Future Employment ?,I want to change spots,1
China to pay $68 USD to residents who report on other residents who refuse to be tested for COVID,bartholomew_maxwell,1
Running With Longest Stride Possible - The Key To Success??,fastboy77,0
Training for half marathon using Pfitzinger's 12/70 advanced marathon training plan,run613,0
Could Trump Sue Twitter for Banning Him,Law&Order,1
HS Sprinters vs Middle Distance Runners - Who were in your 4x400m Relays?,kore,0
Trail running with flat feet,Aharon,0
The entire upper deck at the Bills-Colts game is empty,bills m,1
SUB 3H marathon running twice a week?,2x-week,0
Media contol/suppression/blocking of info is modern day Nazism,on my side it's a movie,1
"Eliud Kipchoge reveals his big interest in soccer/football, and he is a Spurs supporter and admires Jose Mourinho and Harry Kane",Ghost1,0
Leaving running shoes on doormat outside apartment unit,jamin,0
Manyonga banned for whereabouts failures,Lasse Viren,0
Can we create a Covid survivor free state?,not inside the box,1
600 TT = 800m race fitness?,John A,0
Is there a difference between Capitol incident and Wisconsin protestors ransacking state Capitol?,pauluewalnuts12,1
Training 5K - Racing 2 Mile,md006,0
NFL Quarterback vs Pro distance runner,nate archibald,0
It's a good thing Galen Rupp isn't Norwegian. Did you know altitude chambers are banned in Norway?,rojo,0
Does running in a very hilly area increase injury rate?,lives in a hilly area,0
Question for HS girls’ distance programs: what is your avg weekly mileage?,share the knowledge!,0
Experiences coming back after stress fx,hipsdontlie,0
Boulder Pride,Creek Path Hero,0
2 mile/3200 training question,Ben Simmons,0
patellofemoral syndrome...does clicking and popping mean permanent damage?,bd,0
BLM not in spotlight anymore after elections,nope........,1
Socially responsible investing: VTI minus social media,huh what,1
The 1500 Meters Documentary (,Pivotal Running,0
How much do you sleep at night? Ben True never sets an alarm clock and sometimes sleeps 11 hrs at night,LetsRun.com,0
Hip pain (impingement / FAI),Jade92,0
20x400m - 5k predictor?,10h,0
"training/competition success stories, to help keep positive in times like this",FutureOldHead,0
"Sub 2:50 marathon, what did your training look like?",lofty goal,0
Shoes like Newton Running,Doodles :),0
2021 National Championships,soeronsFD,0
3k Pacing,yuval7702,0
Is there a supplement or vitamin that you can get at the store that is cheating,looking to find an advantage,0
IAAF now makes it easy to see all the shoe prototypes and upcoming releases,shoo smoo,0
Front of ankle pain please help!,morpheous,0
Youtube to BAN any channel promoting voter/election fraud claims.,bartholomew_maxwell,1
Sondre Nordstad Moen,hr measurement,0
Can someone explain the difference between tempo and threshold?,Goonxxxquit2399,0
Marathon prediction based on long run,thewinthatwas,0
"Josh Hawley's mentor regrets supporting him, calling it the 'worst mistake I ever made'",Capitalism School,1
"Running, Racing News, Training Sites",j bodine,0
4:20 flat 1600m @ the end of outdoor track??,Maneev,0
Mid distance dunker,clockmaster,0
Maintaining Running Streak Through a Vasectomy,Tony Soprano,0
What do I do: run alone or with my friends?,please help123,0
Boston marathon bomber sues for $250k after his hat was confiscated,david47,1
Washing spikes in the washing machine,elmore345,0
Is Debues-Stafford yet another pro that is on thyroid meds?,it must really work,0
RIP Tommy Lasorda,coach,1
"If I’m not running tempos in base, am I wasting time?",redrunnerzzz,0
Shoe for 50k,31for31,0
Georgia is now a Blue State,How do you feel about it?,1
"""Easy runs during offseason base training""",YungRunna,0
Usatf indoors cancelled,bigmike12,0
Medial Gutter Ankle Pain,ankleman,0
Women's Running's Top 25 most influential list for 2020 is embarrassing,Call me Susan,0
survey of hard liquor,sdfkjbndsbvksndfklvnskdfvkj;sdfnvdfslvbn,1
Sage Canaday amazing skimo transition,coachmandy,0
Southern Pride?,Sham 69,1
Pay it Forward - This video will bring you to tears,bartholomew_maxwell,1
"Football coach fired for merely calling black woman fat, labeled a racist",on my side it's a movie,1
Capitol Police Officer Dies From Injuries Sustained From Pro Trump Rampage,I thought Blue Lives mattered?,1
Who was more violent: DC rioters or BLM rioters?,moral consistency,1
BTC 4 x 1500 record ratified,4:59,0
How seriously do you take your running?,Hobby Jogger in Denial,0
20yr Old New Zealander Sam Tanner Runs 3:36.4 1500m,GreatDane,0
IS letsrun interested in enabling creation of profile pictures? And some profile bio too?,Belarussiya,0
Talent or hard work - which do you admire more?,non-registered user,0
Fellow coaches: please utilize this training exercise for your runners,the430miler,0
Female scholarship times,onarun,0
Fastboy's Training Log for the Week,fastboy77,0
High School Mile: 1930's-1940's,Pondering,0
Should I Go All-In On Bitcoin?,NotFinancialAdvice,1
2021 Sub 4 high schoolers,Never Too Early,0
"Walmsley, Herron, Tons of others to chase 100km WR in Project Carbon X 2",fdafdfas,0
(Road Racing and) Time Trialing and Training Thread - Week Ending 1/3/21,The Stone Cutter,0
D1 Recruiting,Runner12393,0
Why is my generation (Zoomers) so brainwashed by mainstream media?,Sham 69,1
College running standards,HSrunning,0
Congrats to Texan Elon Musk on becoming the richest man in the world,Hardloper,1
My friend is having 100-200 runners come out for cross country to build strength for the 400?,WinnytheBish,0
Anyone wear a hat while running?,Tron,0
Struggles,badmeetsevil,1
How much should i Run to be fit?,runtrackr,0
"Tesla Has Jumped the Shark, is a Dead Company Walking",Oracle of LRC,1
"W 75y runs 100k a week, marathon in 3.52.19",Halviking,0
Quitting drinking,trying again,1
Neuroma on outside of foot?,neuromaman,0
Four dead in Ohio,James R.,1
"training in DC/Alexandria, VA",elliot,0
How would you train a tall and muscular slow twitch runner?,Fiars,0
So why do progression runs?,hobbitjogger,0
A cool Google trick!,standwithbabbitt,1
Are golden retrievers good at running?,My kids want a dog for Christmas,0
What was it like running when depressed?,koriju,0
Are hill workouts on the treadmill as good as outside,SLoWpacE.,0
"Study out today: Vegans, Vegetarians, Pescatarians at higher risk of bone fractures",YMMV,0
Whats your favorite running socks?,Tova,0
Strava Pace Zones,Confuuused,0
Did you know that Medicare is a BAD FORM OF MEDICINE?,the donuts,1
IOC’s Dick Pound: he is not certain Tokyo Games will go ahead,Sushi Express,0
Muscle behind knee catching/popping,heelpineedsomebody,0
Anyone use a jailbroken Fire Stick?,Slim,1
Spotify running playlist?,vincentyyl,0
Help needed (amateur 800m runner),praksis,0
Nipping an achilles problem in the bud,x days without injury,0
Wife of 4 years wants a divorce,miseryinmadbury,1
"NYS ""Detention"" Camp Bill A416",manualf150,1
200m workout question,fastboy77,0
Yesterday's profound impact on unity,lets come together,1
"Look, I'm not saying the election was ""stolen."" We just want a proper audit of all the votes.",Boomer Bob,1
UK Health Minister Matt Hancock: People may need Covid vaccines every 6 months,DanM,1
Lol @ this hand-wringing and pearl clutching over Capitol,pauliewalnuts12,1
Adidas shoe line-up advice,cazo5849,0
Boston University mandates mask for all athletic competitions,H1N1,0
"I tried to warn people what would happen, and now it's happening...",suree,1
"It feels like the ""bone"" on the outside of my ankle is dislocaded. MDs dont find anything wrong",FinJ,0
It's official!! Biden's election win has been certified!!,President-elect,1
1983 New York City Marathon,Lorenzo the Magnificent,0
current shoe most like original Mizuno Wave Sayonara?,nukethewhales,0
"need help finding a song similar to ""the office"" theme song",music to my ears,1
Where's Halie?,MHCxc,0
5k training success on 2 a day,wolfzack,0
Now have NETFLIX access--recommendations of TV SERIES and FILMS?,kibitzer,1
Does running in a shoe in a color you like lead to less injury than running in a color you dislike?,Comfort Colors,0
Has anyone seen the movie Driving Miss Daisy? What is it about?,june flight,1
"Define ""skinny"" for my height and age",fake username 123,0
5k conversion,TheMonke,0
57 COVID deaths in GA today: Post-opening spike starting?,Spyke,1
Financial Times article on Nike,Luv2Run,0
marathon training?,bigballsson,0
500m and 600m = ????????,fastboy77,0
What causes burnout in runners?,Jello 3,0
Sub 17 fitness = what workouts?,Sub17Hopeful,0
I don't know anyone who has entered a virtual race,Kvothe,0
Running on grass for track base,Strivetobebestcanbe,0
Scotland (and England) go into full national lockdown again. Will US be next?,rojo,1
tempo pace for sub 19,hi school,0
Hip Hook - legit or dangerous?,Long time hip pain,0
Double Runs,LookingForAdvice,0
Is there a cure for achilles tendinopathy?,Lighter,0
Problems with Plated Shoes,VOD PAIN,0
Banker or lawyer? Which is the better career choice?,Gregor _,1
why are College Walk-on standards so fast relative to the schools performance,SIlver24,0
What are Robert Brandt's Chances of Making the Olympics?,@TheRunningEffect,0
"Appropriate response to neighborhood driver yelling, “run on the sidewalk!” ?",theJeff,0
hello,Edgar acosta,1
Eat Soup or Drink it?,Campellschunky,1
Has anyone had a complete recovery from high hamstring tendonitis?,cati1234,0
Georgia Runoff,hear here,1
Ultra trail runner in need of road shoe for FKT attempt,UltrarunnerTX,0
Coming back from injury. Time for fitness?,trackman111,0
COVID-19 GONE on November 4th?,Verrior,1
New ESPN Indoor Track Series,charlotte murder hornet,0
2020 year in review.... Good running year or bad.,ThePinkFlamingo,0
"Nuking the Sun, is it possible?",Educated_Observer,1
"One of the best runners in Bosnia and Herzegovina, Osman Junuzovic, passed away",40e,0
5k on Saturday 18:30 is the goal how hard can that be?,trumpedthevirus,0
Whatever happened to the kid in your class who spent lot of idle time making cool pencil art drawings to pass the time?,bartholomew_maxwell,1
A Few Questions for People Who Voted for Trump in 2020,promises you can't keep,1
What a TT predicts,just_wondering,0
Informative Video Shows What Doctors are Doing During These Hard Times...,Sham 69,1
Dr Dre in ICU.....suffered brain aneurysm,Malik Shabazz,1
Heart rate after running,Pass the pretzels,0
Add Brynn Brown's 2020 TX State Meet 16:25.9 to the XC Record Books,Bower Man,0
Are the top high school XC programs in Colorado recruiting?,Stjane,0
Letsrun has bullied Drew Hunter off Strava,Letsrun Strikes Again,0
Dirt roads close to Chapel Hill/UNC?,Runner937,0
Base Training Explanation Please,Australian Distance Runner Returning,0
"Just ate an entire pizza in one sitting, is it that bad?",extra cheese,0
Olympics in Africa? When does it happen?,kinshasa2032,0
Burning AU & NZ Reviews,burningketoaus,0
Montreat Track Coach in Serious Car Accident: Help Out If You Can.,NC Runner,0
Fast twitch vs Slow twitch interval training,curious runner,0
Why do the best runners retire...?,fastboy77,0
Can I get twitter analytics for another account?,jimmyfinch,1
Cranny/Schweitzer injured???,uh ohhhh,0
Shots Fired Inside Capitol,bartholomew_maxwell,1
endorphin pro,temposhoes,0
Top NAIA Coach,naiarunner,0
"Shock in Norway, cross country ski star Petter Northug convicted, goes to prison",Ghost1,1
"College Coaches who didn't have a season, were you still being paid?",biggerboy12,0
Running 5k Cross Country,GoFastEatAss,0
Best ways to track running mileage & pace,back_to_running,0
Liam Anderson update?,whatswrongonthefarm,0
Is it realistic to escape to a high altitude town to just train and work a simple job?,Hazel,0
Is Robby Creese update?,i like to run,0
"Ranking the top twenty Marathoners, male and female",Aussiestatman,0
My husband wants to buy a car and I think that's a bad idea - what do you think?,Unsure frugal gal,1
"No charges in Jacob Blake Case: Will Kenosha, Wisconsin burn tonight?",Let's have peace for once,1
Kenya mountain running nationals on Sunday.,The Wizard JS,0
What do DC rioters and BLM rioters have in common?,moral and intellectual consistency,1
What is skinny for my height & age& body fat %?,skinny question mark,0
Anyone on here have covid and lose your sense of smell?,the rona curse,1
Poll: Will the Tokyo olympics happen?,Just call me Gallup,0
Female College Workouts?,distance rnr,0
Joe Vigil Mile Repeats,XC Coach,0
Best song ever?,Greg,1
Injury and biking thread,thefasterslowkid,0
Has anyone had an OATS procedure? (for knee bone/cartilage),truffle,0
Outdoor tracks,ordsully,0
Emo = cool?,Sham 69,1
Georgia Election Graph,suree,1
How much did Covid set back your running?,rona runner,0
What song do you want played at your funeral?,"Nature, red in tooth and claw",1
Warming up for mile and short interval work in cold weather,RossHunt,0
Why is gambling immoral?,ghi,1
Fraud confirmed in the Georgia election,Armstronglivs,1
Stock markets respond.,Skyward,1
The 59 second minute.,correctamundo,1
Galen Rupp Pollen Mask?,ruppwannabe,0
Is $39/month for adaptive training program worth it?,Above Average At Best,0
Is my planned course load too intense?,"LRC math/econ guys, need your help",1
Charter/Spectrum has increased internet only price to $75 per month,bug dikk,1
Is Claudia Lane update???,fghrunner,0
What pace shouldmy long runs be?,erios22,0
My maraton time dropped when replacing running with cross country skiing,Fiars,0
IHSA Official,runslowrunfastrun,0
Georgia Runoff Summed Up In One Graph,sureee,1
Whats the rule with jewelry as a man? Two/three items watch included?,George 123,1
Epilogue: Election Results 2021 - what now?,So what now?,1
"If you were on The Bachelor or other reality show, would you try to continue your training plan?",sub sub elite local hobby jogger,0
Extremely high blood values,mile high city,0
From the Letsrun Podcast: Is Marty Hehir better than Frank Shorter?,WinnytheBish,0
DIY present for fairly new girlfriend,sub-sub elite fast dumb boy with enlarged heart,1
Fastest ever run MILE ON THE RAOD?,KAV,0
Zoom Invincible: drops early feb,full zoom,0
Any hip experts here?,Mike Riser,0
Vaccine distribution rates,Will this change things,1
Citizenship rules for World Championships?,8g79fwh0wfbv,0
They need to vaccinate normal people first,Not a doctor,1
I have a pair of the new victories and I don’t like them ama,single single single,0
Thin man challenges Reid Coolsaet,Ghost1,0
"According to my computations, we should be back to normal by March 21, 2021",Hardloper,1
800m Scholarships - Big EAST,Anon7,0
Can anyone give me some good fake answers to these customer service questions?,QAxkser,1
Molly Seidel ROAST Protosofthegram,RuningManJumpSuit,0
Unpopular Opinion: Stride Length is More Important than Turnover,Manbearpig15,0
Why did I suddenly get so much worse at running.,asthma123,0
Podium runner names it's top 21 shoes of 2020. Guess how many cost les than $100 and guess show many of them are Nike?,is running really a cheap sport?,0
Ran in running tights for the first time today. I have seen the light!,vivalarepublica,0
Serious discussion on John Wick 3,Alicia Schmidt #2,1
Molly Huddle 16:22,reddragon,0
Aerobic Intervals,How come?,0
When did you feel diet began to play a significant role in your training/body composition? 20 year old asking,konrad1198,0
Jakob Ingebrigtsen Training,runnerrunner100,0
I Bought 3 pairs of Peg Turbos for $190 at Nike Outlet,Grogu,0
Sprint volume,[email protected],0
The Official Letsrun Strength Training for Runners Thread,Runningart2004,0
I’m in the shape of my life. AMA,Post College Guy,0
BLAIR MANCINI,NPalumn,0
How would you spend unlimited money?,X-Runner,1
Sprint Training Beneficial?,fastboy77,0
Need shoe help! Please advise,Shoe_Question,0
Molly Seidel Signing BIG Contract w/ PUMA!,TitanRunner617,0
Need some help analyzing COVID-19 data,richy,1
Genzebe Dibaba to make Half Marathon debut next month,Aussiestatman,0
Popliteal Artery Entrapment Syndrome,What to do?,0
Workout Plans This Week... Should I?,fastboy77,0
HARDEST EVENT IN TRACK IS...? *DRUMROLL*,fastboy77,0
Funny Justin Wachtel Joke,Sham 69,1
Peter Snell Has Died,"Hoser, eh",0
Is Molly Seidel heading to Puma??,I_Chose_D2,0
"Cornell researchers: Vaporflys improve men's times by 2.1 to 4.1 minutes in marathon, women improve between 1.2 and 4 mins",rojo,0
Harvard Prof: Aliens visited us in 2017,rojo,1
"If your job required you to get vaccinated, would you quit?",Seriously thinking about leaving,1
My wife and I are buying a purebred dog...why is there a stigma,Nike Marketing Team,1
NRR: Starting a home woodshop - advice?,Woody woodpecker,1
"After getting the COVID vaccine, I am unable to satisfy a woman.",thanks a lot fauci,1
Tanya Roberts is alive!,Star,1
Female reporter taunts Trevor Lawrence in press conference. Imagine if the gender roles were reversed!,double standard,1
Slowest/hardest marathon course?,guevos,0
Help!! chances of running at top colleges,gal who runs,0
Your easy pace,Run6556,0
Were lockdowns worth the price?,Baba Yaga,1
COVID Vaccine responses,TheRealCOVID,1
"Ryan Hill joins HOKA ONE ONE NAZ Elite - Clifton gang, baby!!!",qwertyasdf,0
best race protocol for covid safety,rudy,0
Tommy Rivs in ICU?,chicairo,0
"South Korean doctor: ""It's survival of the fittest,"" humans stand no chance against ever-mutating coronavirus",jamin,1
"Used Older Model Nike Track Spikes (e.g., Jasari +, Miler, Original Victory) - Worth Anything?",ThingsMayHaveChanged,0
Why did I have such a terrible workout? Should I be worried?,Failed workout,0
What are deadbeat tenants planning to do once eviction restrictions end?,what's the plan?,1
Nike Turbo 2 Replacements?,imperfect shoes?,0
How will you feel if Usain Bolt's record is broken with super shoes?,duuuude,0
Mick Iacofano - Once and Future World Record Holder?,Ackley,0
Ever gone to the bank and noticed how they have nicer furniture than you do?,"Dave Ramsey, CFA",1
"My friend just ran 18 high with two months and a half o training coming ""from the couch""",maaaybe...,0
Adidas Adizero Pro,Earlyboy,0
Is it possible to get a serious STD from brief oral? ,Concerned former competitor,1
The athlete special Zach Levet beef?,itsov,0
How hokey are downhill marathon runs?,Hocus Pocus,0
Over 3 MILLION Outsiders Expected in DC on Jan. 6,suree,1
Heart rate significantly higher for days - what the hell?,HRRRRRR,0
Best audiobook you've listened to?,Distance Commuter,1
Why is skating not popular cross training?,ienjoyracing,0
More infectious...less deadly?,maybe?,1
Anyone laugh at your broke friends who have kids?,kid hater,1
How long does it take to get from hobby jogger shape to competitive runner shape?,Didn't run D1,0
Are there any gold label marathons going on this spring?,lord Farqua,0
My top 5 urban parks in the world for running - what are yours?,dirtbagrunner,0
A LetsRun app?,LR app,0
Any SQL programmers on here,computer illiterate man,1
Tim Hutchings savage quote about spring loaded mechanized shoes,^,0
Zach Levet Signs Deal With Hoka,@TheRunningEffect,0
When will people stop complaining about carbon-plated shoes?,Alexi Santana,0
OpenAI of Elon Musk defeats pro e-gamer Dendi twice at DOTA 2,Not a way to make a living,1
Unattached races anytime soon?,d4runner,0
Breaking: Brenda Martinez tested positive but is cleared by USADA,rojo,0
"Team INGEBRITSEN, SEASON 4, Episode 1 now on You Tube",tj ,0
OUTRAGE At Florida Attorney Who Filmed Himself Pushing a Raccoon Off His Boat and Taunting It,bartholomew_maxwell,1
Heart Ablation,Braavo Furgi,0
Gen Z is right. It really is tougher to be a kid these days!,Live at home forever,1
Economics Major - do I get into data science or software development ,Too much data,1
40-something in the Nike zoom alpha fly,ploppyman,0
Wow this video gave me tears,bartholomew_maxwell,1
Strange text exchange with crush,addicted to blue cheese,1
Do you go off effort if the conditions slow you down on a workout,mud and snow Northern runner,0
Washington Football Team 2021 AND 2022 Championship Thread!,red5,1
ZoomX Dragonfly vs Air Zoom Victory for track 3200s,runningman2020,0
Whole body is tight HELP!!!,Runnerboyseekingadvice,0
Upper Achilles Tendon Pain,concerned runner,0
When will the third stimulus check be coming?,bryan evans,1
Is the Waffle House the best restaurant in America?,bigjohntravolta,1
Fred Arapmayiek,Flagpole Willy,0
My quest for sub 1:50 in the 800m,ThatAverageRunner,0
NCAA Indoors vs XC?,D1 team member,0
Not Running Related At ALLL,fastboy77,1
Does the Mainstream Liberal Media know any synonyms for Baseless??,Ihatejoe,1
Downhill Skiers of LetsRun - How often do you get new boots?,RuningManJumpSuit,1
Dallas Cowboys 2022 Super Bowl Champions thread,Skip Clueless,1
Strava - elevation calculation,heavymetalrunner,0
Olympics Womens Pole Vaulting Qualifying Report,pinoyathletics.info,0
Shotput Olympic Mens Qualifying Report,pinoyathletics.info,0
Washington Football Team will BEAT Buccaneers,Jokerrr,1
Infinity run flyknit 2,highhoppingworm,0
Shadrack Biwott leaves Hansons?,Pick It Up,0
